"",rrteref,b,"'-' ""RRTEREF"" rrteid",Re-Route Reference.
"",rrteto,c,"'-' ""RRTETO"" tfvid refloc flowlst flblock",Description of a traffic flow to which traffic is to be re-routed.
"",rtepts,c,"'-' ""BEGIN"" ""RTEPTS"" { pt I ad | vec} '-' ""END""""RTEPTS""","Listofroutepoints.Mayalsocontainanaerodromeidentifier."
"",rvr,b,"'-' ""RVR"" 1{ DIGIT }3","RunwayVisualRange(RVR).Operatingminimawhenspecialmeteorological conditionsexist. Expressed in meters."
"",rvrcond,c,"'-' ""BEGIN"" ""RVRCOND"" 1 {rvrperiod} '-' ""END""""RVRCOND""",List of time periods and their applicable RVR limits.
"",rvrperiod,c,"'-' ""RVRPERIOD"" from until rvrlimit","The period of time within which the RVR limit provided isapplicable."
"",rwyarr,b,‘-‘ “RWYARR” 2{DIGIT}2  [1{ ‘L’ | ‘C’ | ‘R’}2],Arrival Runway.
"",rwydep,b,‘-‘ “RWYDEP” 2{DIGIT}2  [1{ ‘L’ | ‘C’ | ‘R’}2],Departure Runway.
"",rwylist,c,"‘-‘“BEGIN”“RWYLIST”{rwyinfo}‘-‘“END”“RWYLIST”","Listofrunwaydatausedforrunwayconfigurationsexchange."
"",sector,b,"'-' ""SECTOR"" 1{ ALPHANUM }8",Identification of an ATC sector.
"",sel,b,"'-' ""SEL"" 4{ ALPHA }5",SELCAL code as ICAO Feld 18 element ‘SEL/’.
"",sendto,c,"'-' ""BEGIN""""SENDTO"" {unit} '-' ""END""""SENDTO""",List of air navigation units which are to be sent a message
"",seqpt,b,"'-' ""SEQPT"" surequipment","Surveillance equipment and capabilities, as ICAO Field 10b."
"",sequencedata,c,"'-' ""SEQUENCEDATA"" txtime num","Sequence data of a message in order to be able to re-buildthe original transmission sequence of messages."
"",severity,b,"'-' ""SEVERITY"" 1{ LIM_CHAR}",To provide a severity indication
"",sid,b,"'-' ""SID"" point ! 1{DIGIT}1 ! 0{ALPHA}1",Identifier of a Specification Instrument Departure procedure.
"",sobd,b,"'-' ""SOBD” date",Scheduled Off-Block Date of a flight
"",sobt,b,"'-' ""SOBT” timehhmm",Scheduled Off-Block Time of a flight
"",speed,b,"'-' ""SPEED"" spd [ point ]","Trueairspeed(inkilometresperhoursorknots)andoptionally,thepointatwhichachangeofairspeedisrequested."
"",speedlimit,b,"'-' ""SPEEDLIMIT"" 1{ “MIN” |  “EQL” |  “MAX” }1","Indication of a minimum, fixed or maximum value for anassigned speed."
"",spla,b,"'-' ""SPLA"" 1{ LIM_CHAR }50","Colour of markings on aircraft, as ICAO Field 19 element‘A/’."
"",spladdr,c,"'-'""BEGIN""""SPLADDR""{fac}'-'""END""""SPLADDR""","Contact data, where flight plan Supplementary informationmay be obtained."
"",splc,b,"'-' ""SPLC"" 1{ LIM_CHAR }50","Name of pilot in command, as ICAO Field 19 element ‘C/’."
"",spldcap,b,"'-' ""SPLDCAP"" 1{ DIGIT }3","Dinghies total capacity, as ICAO Field 19 element ‘D/’."
"","ADEXPPrimary Field","Kind",Syntax,Semantic
"",spldcov,b,"'-' ""SPLDCOV"" ('T' | 'F')","Dinghies: indication if they are covered, as ICAO Field 19element‘D/’.T=True(=>‘C’inICAO)F = False, not covered."
"",spldnb,b,"'-' ""SPLDNB"" 1{ DIGIT }2","Dinghies: number, as ICAO field 19 element ‘D/’."
"",sple,b,"'-' ""SPLE"" timehhmm_elapsed","Fuel endurance, as ICAO Field 19 element ‘E/’."
"",splj,b,"'-' ""SPLJ"" lifejackets","Life jackets, as ICAO Feld 19 element ‘J/’."
"",spln,b,"'-' ""SPLN"" 1{ LIM_CHAR }","Any other survival equipment and useful remarks, as ICAOField 19 element ‘N/’."
"",splp,b,"'-' ""SPLP"" 1{DIGIT}3","Persons on board, as ICAO Field 19 element ‘P/’."
"",splr,b,"'-' ""SPLR"" emergradio","Emergency radio equipment, as ICAO Field 19 element ‘R/’."
"",spls,b,"'-' ""SPLS"" survivaleqpt","Survival equipment, as ICAO Field 19 element ‘S/’."
"",src,b,"'-' ""SRC"" 1{ ""RPL"" | ""FPL"" | ""AFIL"" | ""MFS"" |""FNM"" | ""RQP"" | ""AFP"" | ""DIV""  (icaoaerodrome |‘ZZZZ’) }1","Indication of the data source. Contents depend on the TITLEfield."
"",ssrcode,b,"'-' ""SSRCODE"" ('A' ! 4{ '0' | '1' | '2' | '3' | '4' | '5' |'6' | '7' }4 | ""REQ"" )","Either;- SSR mode and code, as ICAO field 7 elements b and c.or- the letters ""REQ"" meaning that the code is requested."
"",star,b,"'-' ""STAR"" point ! 1{DIGIT}1 ! 0{ALPHA}1",Identification of a Specification Arrival procedure.
"",starttime,b,"'-' ""STARTTIME"" day ! timehhmm",Time at which a period of time begins.
"",stay,c,"'-' ""STAY"" stayident time ((adid adid) | (ptid ptid)(adid | ptid) | (ptid adid)) [ptspeed] [ptrfl]","Indication in the route of flight of a period of ‘special activity’when the aircraft will ‘stay’ in the area defined by the pointsand/or aerodromes given for the length of time indicated, i.e.training,mid-airre-fuelling,photographicmissionetc.NOTE: The order in which the points and/or aerodromes aregiven is significant"
"",stayinfo,c,"'-' ""STAYINFO"" stayident remark","Informationconcerningthetypeofactivity(training,photographic mission, etc.) to be performed during a ‘stay’period in the route of a flight."
"",sts,b,"'-' ""STS"" flightplanstatus",As ICAO Field 18 STS/. Reason for special handling.
"",sur,b,‘-‘ “SUR” 1{LIM_CHAR}50,"AsICAOField18SUR/.Usedtoprovidesurveillanceapplications or capabilities not specified in -SEQPT”."
"",talt,b,‘-‘ “TALT” (1 {LIM_CHAR} 100,"AsICAOField18TALT/.Anindicationofthetake-offalternate aerodrome"
"",taxitime,b,"'-' ""TAXITIME"" timehhmm","The difference in time between the ‘off blocks time’ and the‘take-offtime’.Thetimesreferredtomaybeactualorestimated depending upon the context."
"",tfcvol,b,"'-' ""TFCVOL"" 1 {ALPHANUM} 15",Identification of a ‘traffic volume’.
"",tfv,c,"'-' ""TFCVOL"" tfvid refloc flowlst flblock",Description of a traffic volume.
"",timestamp,b,"'-' ""TIMESTAMP"" datetime ! seconds",The time at which an event occurred.
"",title,b,"'-' ""TITLE"" titleid",Message title.
"",tom,b,"'-' ""TOM"" timehhmm","Thecalculatedtimeatwhichaflightshouldleavethemetering fix."
"",track,b,"'-' ""TRACK"" heading|""ZZZ""","Thetrackassignedtoaflightexpressedindegreesmagnetic as three digits or the value 'ZZZ' indicating that notrack is assigned."
"",ttg,b,"'-' ""TTG"" timemmss_elapsed","Number of minutes and seconds that the flight has to gainbefore reaching the metering fix."
"",ttl,b,‘-’ “TTL” timemmss_elapsed,"Number of minutes and seconds that the flight has to losebefore reaching the metering fix."
"",ttleet,b,"'-' ""TTLEET"" timehhmm_elapsed",Total estimated elapsed time in hours and minutes.
"",ttot,b,"'-' ""TTOT"" timehhmm",Target take-off time.
"",twyarr,b,"'-' ""TWYARR"" 1{LIM_CHAR}10",Arrival Taxiway
"",twydep,b,"'-' ""VALIDEND"" 1{LIM_CHAR}10",Departure Taxiway
"",typz,b,"'-' ""TYPZ"" 1 {LIM_CHAR} 60",Type of aircraft when no ICAO code exists.
"","ADEXPPrimary Field","Kind",Syntax,Semantic
"",valfrom,b,"'-' ""VALFROM"" date","First date from which the flight is scheduled to operate (inyear, month and day)."
"",valfromk,b,"'-' ""VALFROMK"" ( date | datewldcrd )","First date from which the flight is scheduled to operate, usedasdatabasekeyinaquery,maybewildcarded.Must be a valid date or a combination of a valid date andwild-card characters."
"",valfromold,b,"'-' ""VALFROMOLD"" date","The""previous""""valfrom""date.Usedasadatabasekey.Where the start of validity date is to be amended, the newvalue will be given in ""VALFROM""."
"",validitydate,b,"'-' ""VALIDITYDATE"" date",Date of validity.
"",valuntil,b,"'-' ""VALUNTIL"" date","Last date from which the flight is scheduled to operate (inyear, month and day)."
"",valuntilk,b,"'-' ""VALUNTILK"" ( date | datewldcrd )","Last date from which the flight is scheduled to operate, usedasdatabasekeyinaQuery,maybewildcarded.Must be a valid date or a combination of a valid date andwild-card characters."
"",valuntilold,b,"'-' ""VALUNTILOLD"" date","The""previous""""valuntil""date.Usedasadatabasekey.Where the end of validity date is to be amended, the newvalue will be given in ""VALUNTIL""."
"",vec,c,"'-' ""VEC"" fl eto reldist",
